name,emb,gid,t,z,y,x,z_um,snr,intensity_rel,near_um,near_pid,near_dxy_um,near_dz_um,near_claimed_by,near_claimed_um,near_logit,second_um,second_claimed,other_gt_um,other_gt_gid,other_gt_detected,n_pred_10,t_frac,parent_detected,child_detected,run_len,has_parent,n_children,to_div,since_div,p_at,p_max1,peak_in1,p_max2,peak_in2,argmax_off_grid,p_max3,peak_in3,nearest_peak_um_grid,artefact,merged,bright,dim,run_cls,mech
44b6_1574802b,44b6,183000000021,44,52,112,194,84.5,15.80888843536377,0.6214972138404846,7.877796496662047,10298,7.0048840610956535,-3.6043414007872343,,,11.28384780883789,8.330153289104967,False,35.222132712436654,183000000022.0,True,2,0.4444444444444444,True,True,1,True,1,,,0.9998929500579834,0.9999046325683594,False,0.9999725818634033,False,"[-2, 2, -2]",0.9999873638153076,True,6.700046641628698,False,False,True,False,1 frame,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_1574802b,44b6,189000000022,50,32,128,128,52.0,13.587510108947754,0.48504894971847534,8.38269370931744,11429,6.113121492826659,-5.735791090875864,,,12.905442237854004,10.19820682855714,False,39.81457265013025,189000000021.0,True,1,0.5050505050505051,True,True,1,True,1,,,0.9996769428253174,0.9996769428253174,False,0.9998787641525269,False,"[-2, 2, -2]",0.9999973773956299,False,8.75089281159357,False,False,True,False,1 frame,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_1574802b,44b6,193000000021,54,43,119,133,69.875,17.45182991027832,0.5599095821380615,6.776300182931548,12108,3.6223457291061036,-5.726853899657726,,,10.700264930725098,9.883831726218006,False,31.418125864101125,193000000022.0,True,2,0.5454545454545454,True,False,2,True,1,,,0.9987233281135559,0.999760091304779,False,0.9999494552612305,False,"[-2, 2, 2]",0.9999771118164062,False,7.960841664045329,True,False,True,False,2 frames,"D5 local-metric truncation artefact (detection 5.6-7 um away, mostly in z)"
44b6_1574802b,44b6,194000000021,55,42,120,127,68.25,16.50419044494629,0.5220484733581543,7.87054431622865,12270,4.12462356987498,-6.7032043263316154,,,10.712996482849121,9.354176192378786,False,31.418125864101125,194000000022.0,True,2,0.5555555555555556,False,True,2,True,1,,,0.9990527033805847,0.999134361743927,False,0.9996683597564697,False,"[-2, 0, 2]",0.9999494552612305,False,8.285906709588275,False,False,True,False,2 frames,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_1574802b,44b6,195000000022,56,22,133,100,35.75,17.868406295776367,0.5571261048316956,8.572694634892805,12421,4.3824695357243995,7.3678391724824905,,,15.004437446594238,11.367061084959362,False,32.21693132597361,195000000021.0,True,1,0.5656565656565656,True,True,1,True,1,,,0.9996989965438843,0.9998476505279541,False,0.9999696016311646,False,"[2, 1, 1]",0.9999972581863403,False,7.44668550430324,False,False,True,False,1 frame,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_1574802b,44b6,211000000021,72,31,121,92,50.375,19.14181900024414,0.47573432326316833,8.288455303832365,14807,6.540913840046762,-5.0906716119498014,,,7.4971418380737305,11.078861311836537,False,46.61973202478217,211000000022.0,True,1,0.7272727272727273,True,False,2,True,1,,,0.9963340759277344,0.9982465505599976,False,0.998637855052948,False,"[2, 0, -2]",0.9999375343322754,False,8.125,False,False,True,False,2 frames,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_1574802b,44b6,212000000021,73,31,123,89,50.375,19.777938842773438,0.49154388904571533,8.614287111925474,14952,7.121614258608935,-4.846499024890363,,,7.42539119720459,10.28314786602551,False,45.485488757404816,212000000022.0,True,1,0.7373737373737373,False,True,2,True,1,,,0.9964170455932617,0.9987867474555969,False,0.9997890591621399,False,"[2, 1, -2]",0.9999858140945435,False,8.125,False,False,True,False,2 frames,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_706092f0,44b6,447000000016,50,34,136,126,55.25,1.1614477634429932,0.32329851388931274,3.5624162129690027,31241,3.00633385934275,-1.9112210758030415,447000000015.0,1.5920000737883169,9.227433204650879,8.748167760071187,False,4.667457150312148,447000000015.0,True,2,0.5050505050505051,True,False,7,True,1,,1.0,0.8340726494789124,0.9989442229270935,False,0.9999016523361206,True,"[-1, -2, 1]",0.9999016523361206,True,3.9804208320226646,False,True,False,True,>=3 frames,D4 merged: nearest detection claimed by a neighbouring GT cell
44b6_706092f0,44b6,448000000016,51,35,136,126,56.875,1.2218296527862549,0.3355472683906555,5.467089977192669,31866,4.502305479656543,-3.1013413527980447,448000000015.0,2.376445629044949,9.39742660522461,8.281149606856513,False,6.214430032191206,448000000015.0,True,2,0.5151515151515151,False,False,7,True,1,,2.0,0.9055177569389343,0.9993357062339783,False,0.9998643398284912,False,"[-2, -2, 1]",0.9999386072158813,True,5.859020822628983,False,True,False,True,>=3 frames,D4 merged: nearest detection claimed by a neighbouring GT cell
44b6_706092f0,44b6,449000000016,52,35,136,126,56.875,1.2371920347213745,0.33976614475250244,5.360389544253284,32505,4.0391235977839886,-3.524096569046378,449000000015.0,1.8651003300823077,9.00119400024414,8.751176907262208,False,6.107276653713994,449000000015.0,True,2,0.5252525252525253,False,False,7,True,1,,3.0,0.9879133105278015,0.9992848038673401,False,0.9998041987419128,False,"[-2, -2, 1]",0.9999545812606812,True,5.859020822628983,False,True,False,True,>=3 frames,D4 merged: nearest detection claimed by a neighbouring GT cell
44b6_706092f0,44b6,450000000016,53,35,138,129,56.875,1.2256661653518677,0.3352288603782654,7.1437599994596255,33134,3.788572263480885,-6.056403812021017,450000000015.0,0.8500918938974628,8.638374328613281,10.562515450162104,False,7.468815376282908,450000000015.0,True,1,0.5353535353535354,False,False,7,True,1,,4.0,0.9991508722305298,0.9993440508842468,False,0.9997280240058899,False,"[-2, -2, -1]",0.9997623562812805,False,7.267220926874317,False,False,False,True,>=3 frames,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_706092f0,44b6,451000000016,54,35,139,128,56.875,1.1913036108016968,0.3284975290298462,7.1387626870789465,33751,3.487853183406093,-6.228708764538169,451000000015.0,0.7619282049194878,8.872119903564453,10.270998636630791,False,7.3125,451000000015.0,True,1,0.5454545454545454,False,False,7,True,1,,5.0,0.9991092085838318,0.9991092085838318,False,0.9996249675750732,False,"[-2, -1, 0]",0.9996249675750732,False,7.267220926874317,False,False,False,True,>=3 frames,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_706092f0,44b6,452000000016,55,34,139,132,55.25,1.1831074953079224,0.3257960379123688,6.203529400619781,34370,3.8477788554374275,-4.8660430437885225,452000000015.0,1.6596566366500667,8.965714454650879,11.127337033030953,False,7.632744530147724,452000000015.0,True,1,0.5555555555555556,False,False,7,True,1,,6.0,0.9977973699569702,0.9990297555923462,False,0.9995129108428955,False,"[-2, -2, -2]",0.9998723268508911,True,6.080193253507654,False,True,False,True,>=3 frames,D4 merged: nearest detection claimed by a neighbouring GT cell
44b6_706092f0,44b6,453000000016,56,34,141,130,55.25,1.2175774574279785,0.3325621783733368,6.818325752899946,34973,4.952405221261836,-4.686496409587562,453000000015.0,1.0170376424824015,9.088285446166992,11.053538719402656,False,6.397631397634597,453000000015.0,True,1,0.5656565656565656,False,True,7,True,1,,7.0,0.9908517003059387,0.9993269443511963,False,0.999390721321106,False,"[-2, -2, 0]",0.9998869895935059,True,7.083210783253595,False,True,False,True,>=3 frames,D4 merged: nearest detection claimed by a neighbouring GT cell
44b6_706092f0,44b6,461000000012,64,32,142,128,52.0,1.282997488975525,0.34923383593559265,6.18376498388189,39958,5.792073805645519,-2.165832497179508,461000000011.0,3.851518126574531,8.80392074584961,12.583686951786497,False,6.147678042358757,461000000011.0,True,1,0.6464646464646465,True,True,1,True,1,,,0.9988294243812561,0.999622106552124,False,0.999622106552124,False,"[-1, 0, 1]",0.9998499155044556,True,6.080193253507654,False,True,False,True,1 frame,D4 merged: nearest detection claimed by a neighbouring GT cell
44b6_d5e7d891,44b6,167000000051,6,17,238,168,27.625,4.324760913848877,0.4216141700744629,7.229947034264436,2048,5.2478743850753045,4.973122616298497,,,7.0329437255859375,8.329500973392037,False,26.76629541629734,167000000052.0,True,5,0.06060606060606061,True,True,1,True,1,,,0.9991268515586853,0.9994891881942749,False,0.9995488524436951,False,"[2, 0, 1]",0.9996505975723267,True,7.621925609713073,False,False,False,False,1 frame,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_d5e7d891,44b6,170000000016,9,21,135,164,34.125,4.733189105987549,0.4828082323074341,7.079185294542165,2797,6.852347106012352,-1.7776961419731379,,,9.296863555908203,7.558901941623777,False,28.13702867774954,170000000010.0,True,3,0.09090909090909091,True,True,1,True,1,,,0.9998206496238708,0.9998395442962646,False,0.9998875856399536,False,"[2, 1, 0]",0.9998875856399536,False,6.700046641628698,False,False,False,False,1 frame,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_d5e7d891,44b6,173000000062,12,0,81,32,0.0,3.367567539215088,0.3843137323856354,7.560893560434912,3801,6.403490696656281,4.020251028239727,,,9.130924224853516,7.680240208848226,False,43.04141582897221,173000000015.0,True,2,0.12121212121212122,True,True,1,True,1,,,0.690193772315979,0.9970641732215881,False,0.9991528987884521,False,"[2, 0, -2]",0.9998917579650879,True,6.700046641628698,False,False,False,False,1 frame,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_d5e7d891,44b6,177000000062,16,2,88,39,3.25,3.9306862354278564,0.46676358580589294,8.41371789004811,5480,8.266292449160012,-1.5681383479386568,,,4.206632614135742,8.418072302085543,False,40.72440962202521,177000000016.0,True,3,0.16161616161616163,True,True,1,True,1,,,0.9987789988517761,0.9991735816001892,False,0.9995995163917542,False,"[2, 0, 1]",0.9995995163917542,False,8.443747686898277,False,False,False,False,1 frame,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_d5e7d891,44b6,179000000016,18,22,124,100,35.75,4.037258625030518,0.5083263516426086,7.435726285514099,5894,3.560106830603608,-6.528067458886653,,,9.287023544311523,7.999760060029834,False,22.258644739179427,179000000017.0,True,3,0.18181818181818182,True,True,1,True,1,,,0.9997071623802185,0.9997798800468445,False,0.9997798800468445,False,"[0, -1, -1]",0.999940037727356,False,7.267220926874317,False,False,False,False,1 frame,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_d5e7d891,44b6,180000000025,19,33,188,29,53.625,3.9766523838043213,0.506828248500824,7.748816876836769,6479,6.3987161621978,-4.370422687381506,,,7.663146018981934,7.935397115829345,False,32.50253896332562,180000000026.0,True,3,0.1919191919191919,True,True,1,True,1,,,0.9970295429229736,0.9989474415779114,False,0.999660849571228,False,"[1, -2, 2]",0.9997774958610535,False,6.700046641628698,False,False,False,False,1 frame,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_d5e7d891,44b6,184000000025,23,33,189,32,53.625,4.038510799407959,0.5258339047431946,7.375333336580679,7890,5.461129038132654,4.956976039335132,,,8.354377746582031,8.182336723842795,False,32.654515504176445,184000000026.0,True,4,0.23232323232323232,True,True,1,True,1,,,0.9993587136268616,0.9994750618934631,False,0.9996525049209595,False,"[1, -2, 2]",0.999764621257782,True,7.621925609713073,False,False,False,False,1 frame,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_d5e7d891,44b6,185000000048,24,17,236,171,27.625,4.508881568908691,0.5980054140090942,8.942455943099512,8235,3.408695818878636,8.267303738743067,,,8.405163764953613,9.902156989993804,False,20.829971082853188,185000000049.0,True,2,0.24242424242424243,True,True,1,True,1,,,0.9992565512657166,0.9995248317718506,False,0.9995248317718506,False,"[1, 0, 1]",0.9995512366294861,False,8.75089281159357,False,False,False,False,1 frame,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_d5e7d891,44b6,186000000010,25,17,151,220,27.625,4.028401851654053,0.5387178063392639,8.17153883835377,8552,6.821708442730466,-4.498704358935356,,,8.769619941711426,8.408457659282105,False,25.334500469961906,186000000034.0,True,2,0.25252525252525254,True,True,1,True,1,,,0.9998241066932678,0.9998822212219238,False,0.9998822212219238,False,"[-1, 0, 0]",0.9999194145202637,False,8.285906709588275,False,False,False,False,1 frame,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_d5e7d891,44b6,187000000060,26,0,79,88,0.0,3.0922043323516846,0.4264639616012573,8.828120742718445,9163,8.582562727448948,2.0676878094673157,,,7.209696292877197,10.964748310609885,False,11.948170950505354,187000000059.0,True,1,0.26262626262626265,,True,1,False,1,,,0.8708989024162292,0.9990715980529785,False,0.9994851350784302,False,"[2, -1, -1]",0.9994851350784302,False,7.44668550430324,False,False,False,False,1 frame,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_d5e7d891,44b6,189000000025,28,35,189,33,56.875,4.202041149139404,0.6197987794876099,6.05920358911453,9702,3.4010176902843368,-5.014681126922369,,,8.823331832885742,8.027840529750087,False,32.32177695648864,189000000026.0,True,3,0.2828282828282828,True,False,2,True,1,,,0.9989452958106995,0.9995551705360413,False,0.9996905326843262,False,"[-2, -2, 0]",0.9998527765274048,True,5.859020822628983,True,False,False,False,2 frames,"D5 local-metric truncation artefact (detection 5.6-7 um away, mostly in z)"
44b6_d5e7d891,44b6,190000000025,29,35,189,30,56.875,4.11525821685791,0.6373709440231323,6.0838872785205815,10201,2.9875983122449687,-5.299805726855993,,,8.029788970947266,7.734900942925459,False,33.70161462192873,190000000026.0,False,3,0.29292929292929293,False,True,2,True,1,,,0.9988824725151062,0.9995730519294739,False,0.9995730519294739,False,"[-1, -1, 1]",0.9996745586395264,True,5.859020822628983,True,False,False,False,2 frames,"D5 local-metric truncation artefact (detection 5.6-7 um away, mostly in z)"
44b6_d5e7d891,44b6,190000000026,29,48,226,83,78.0,3.031522035598755,0.4695219099521637,7.577605805497243,10081,6.401607507556149,-4.054569158703089,,,8.869443893432617,9.944524575123783,False,33.70161462192873,190000000025.0,False,2,0.29292929292929293,True,True,1,True,1,,,0.9996848106384277,0.9996848106384277,False,0.9997405409812927,False,"[-2, 2, 0]",0.9997811913490295,False,7.960841664045329,False,False,False,False,1 frame,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_d5e7d891,44b6,195000000017,34,29,130,163,47.125,2.94901180267334,0.5226877927780151,6.365945391533419,12080,5.341967755981642,-3.462461728602648,,,9.23295783996582,7.877942923217152,False,25.02315334095605,195000000016.0,True,4,0.3434343434343434,True,True,1,True,1,,,0.9996228218078613,0.9996228218078613,False,0.9997485280036926,False,"[-2, 2, 1]",0.9999333620071411,True,6.700046641628698,True,False,False,False,1 frame,"D5 local-metric truncation artefact (detection 5.6-7 um away, mostly in z)"
44b6_d5e7d891,44b6,198000000010,37,21,145,223,34.125,2.862495183944702,0.5442461371421814,7.263246757437983,13466,7.039744524317577,-1.787945886142552,,,8.491129875183105,8.163186037751213,False,22.67006044599352,198000000033.0,True,4,0.37373737373737376,True,True,1,True,1,,,0.9984662532806396,0.9996826648712158,False,0.9997240900993347,False,"[-2, -1, 1]",0.9997947812080383,True,6.080193253507654,False,False,False,False,1 frame,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_d5e7d891,44b6,198000000011,37,8,118,196,13.0,2.9490766525268555,0.5607079267501831,7.618554701912439,13376,3.6769080168024617,-6.672534989193082,,,9.402915954589844,8.726082558589216,False,18.810734967034115,198000000033.0,True,4,0.37373737373737376,True,True,1,True,1,,,0.9996138215065002,0.9996229410171509,False,0.9996402263641357,False,"[2, 0, 0]",0.9998164772987366,False,7.267220926874317,False,False,False,False,1 frame,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_d5e7d891,44b6,198000000056,37,1,74,87,1.625,2.5758979320526123,0.48975545167922974,9.03182912542807,13669,8.204514906614572,3.776224635541439,,,7.259152412414551,10.720625266811624,False,22.240100501402864,198000000055.0,True,1,0.37373737373737376,True,False,3,True,1,,,0.999221682548523,0.9995600581169128,False,0.9995600581169128,False,"[1, 0, 0]",0.9996848106384277,False,8.75089281159357,False,False,False,False,>=3 frames,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_d5e7d891,44b6,199000000055,38,2,75,89,3.25,2.3857288360595703,0.4670015275478363,8.588737875224238,14133,8.584240373447487,0.2779127564281225,,,7.098911762237549,10.010774331016352,False,21.877232028983922,199000000054.0,True,1,0.3838383838383838,False,False,3,True,1,,,0.9977801442146301,0.9995236396789551,False,0.9996480941772461,False,"[2, 0, -1]",0.9996974468231201,False,8.125,False,False,False,False,>=3 frames,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_d5e7d891,44b6,200000000054,39,2,74,91,3.25,2.168879270553589,0.43482705950737,8.486057784130843,14560,8.485964815683507,-0.03972231852822006,,,7.256070613861084,10.978457631263131,False,22.406446128848724,200000000053.0,True,1,0.3939393939393939,False,True,3,True,1,,,0.9990025162696838,0.9993982315063477,False,0.9993990659713745,False,"[2, -1, -1]",0.9996428489685059,False,8.125,False,False,False,False,>=3 frames,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_d5e7d891,44b6,207000000043,46,6,214,174,9.75,1.9071124792099,0.4399089515209198,8.125542545146619,17634,7.218643266591302,3.730366073548794,,,7.9380340576171875,9.301580731302503,False,19.098071319507632,207000000042.0,True,2,0.46464646464646464,True,True,1,True,1,,,0.9985468983650208,0.9985468983650208,False,0.9987455606460571,False,"[-2, -1, -1]",0.9990990161895752,False,7.267220926874317,False,False,False,True,1 frame,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_d5e7d891,44b6,212000000025,51,41,191,39,66.625,2.5446927547454834,0.6323889493942261,7.886086156933073,19870,7.809646389676555,-1.0953438468277454,,,8.365226745605469,8.067902472759316,False,25.760863151542498,212000000026.0,True,4,0.5151515151515151,True,False,2,True,1,,,0.9692423939704895,0.9976871013641357,False,0.9989784955978394,False,"[2, 0, 2]",0.9995972514152527,False,8.443747686898277,False,False,False,False,2 frames,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_d5e7d891,44b6,213000000011,52,9,108,200,14.625,2.4614508152008057,0.6154982447624207,7.244493120713885,20437,7.071029977530532,-1.5758222085423768,,,7.886349678039551,7.319835231907135,False,13.504375737608163,213000000033.0,False,4,0.5252525252525253,True,True,1,True,1,,,0.9990187883377075,0.9994708895683289,False,0.9994708895683289,False,"[1, 0, 0]",0.9997281432151794,True,6.894291116568838,False,False,False,False,1 frame,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_d5e7d891,44b6,213000000025,52,41,190,39,66.625,2.423671007156372,0.6060512661933899,8.365092311087784,20493,7.874718096116479,-2.821982331573963,,,7.628648281097412,8.405619178809932,False,24.526870628200818,213000000026.0,True,7,0.5252525252525253,False,True,2,True,1,,,0.9800732731819153,0.9979656934738159,False,0.9990056157112122,False,"[1, 1, 2]",0.9994683861732483,False,7.960841664045329,False,False,False,False,2 frames,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_d5e7d891,44b6,213000000033,52,9,96,231,14.625,2.4101145267486572,0.6026613712310791,7.276282558277906,20551,7.201612887013481,-1.0397402048110962,,,7.2561187744140625,8.53993626240804,False,13.504375737608163,213000000011.0,False,6,0.5252525252525253,True,True,1,True,1,,5.0,0.9970579147338867,0.9995525479316711,False,0.9996631145477295,False,"[-2, 1, 0]",0.9997485280036926,False,8.285906709588275,False,False,False,False,1 frame,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_d5e7d891,44b6,216000000016,55,32,126,131,52.0,2.2053017616271973,0.574282169342041,7.724512726819401,21622,5.586166217011868,5.335057999938726,,,9.615633964538574,7.982456832718167,False,24.429106614855975,216000000017.0,True,5,0.5555555555555556,True,True,1,True,1,,,0.9995967745780945,0.9999058246612549,False,0.9999058246612549,False,"[-1, 0, 0]",0.9999333620071411,True,6.700046641628698,False,False,False,False,1 frame,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_d5e7d891,44b6,218000000011,57,9,102,208,14.625,2.112849473953247,0.5641712546348572,8.04953900633248,22775,6.6779964322300405,-4.494378918781877,,,7.978481292724609,8.319989431091514,False,7.729433396116432,218000000033.0,True,5,0.5757575757575758,True,True,1,True,1,,,0.9969602227210999,0.9989726543426514,False,0.9994396567344666,False,"[2, 1, 0]",0.9997294545173645,False,8.125,False,False,False,False,1 frame,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_d5e7d891,44b6,218000000016,57,34,128,137,55.25,2.1908140182495117,0.5849893093109131,7.098610675065418,22557,5.048586772992746,4.990194897167385,,,9.999573707580566,7.782415278098588,False,23.07056515481361,218000000017.0,True,6,0.5757575757575758,True,True,1,True,1,,,0.9991118311882019,0.9998157620429993,False,0.999907374382019,False,"[1, -2, 2]",0.9999583959579468,True,6.700046641628698,False,False,False,False,1 frame,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_d5e7d891,44b6,219000000043,58,4,204,166,6.5,1.84787917137146,0.5070573687553406,7.945253996454148,23453,7.448571638122321,2.7651115022599697,,,6.748636245727539,8.923337713825012,False,22.169490930668662,219000000042.0,True,2,0.5858585858585859,True,True,1,True,1,,,0.993696391582489,0.9958195686340332,False,0.9958195686340332,False,"[0, -1, 1]",0.9990643858909607,True,7.621925609713073,False,False,False,True,1 frame,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_d5e7d891,44b6,220000000011,59,9,98,209,14.625,2.192403554916382,0.6061834096908569,7.539940918714001,23681,7.324964568343527,-1.787624997086823,220000000033.0,3.277994664210212,8.282781600952148,8.080707673565824,False,8.165523942160723,220000000033.0,True,5,0.5959595959595959,True,True,1,True,1,,,0.9987601041793823,0.999038815498352,False,0.999038815498352,False,"[1, 0, 0]",0.999509334564209,False,6.894291116568838,False,False,False,False,1 frame,D3 field above threshold but no peak kept (ridge into a neighbour)
44b6_d5e7d891,44b6,222000000016,61,32,118,138,52.0,2.2505438327789307,0.6458103656768799,6.911918876218485,24507,6.765158921058444,-1.4167735613882542,,,9.362943649291992,8.029363328916109,False,22.236389798031514,222000000017.0,True,6,0.6161616161616161,True,True,1,True,1,,,0.9998107552528381,0.9999245405197144,False,0.9999245405197144,False,"[-1, 0, 0]",0.9999454021453857,False,6.700046641628698,True,False,False,False,1 frame,"D5 local-metric truncation artefact (detection 5.6-7 um away, mostly in z)"
44b6_d5e7d891,44b6,222000000025,61,44,192,57,71.5,2.368593692779541,0.679685652256012,7.565111674575773,24713,3.82724239518018,-6.525575093226507,,,7.889503002166748,7.686980360237227,False,15.03125,222000000026.0,True,8,0.6161616161616161,True,True,1,True,1,,,0.9975681900978088,0.9995204210281372,False,0.9995483756065369,False,"[2, -2, 1]",0.9996659755706787,False,7.44668550430324,False,False,False,False,1 frame,D3 field above threshold but no peak kept (ridge into a neighbour)
