name,emb,u,v,t,disp_um,outcome,is_div,both_detected,crowd_um,z_um,pu,pv,chosen,chosen_disp_um,rank,s_true,s_best,n_cand,s_chosen,chosen_gt,chosen_dz_um,true_dz_um,true_dxy_um,chosen_dxy_um,true_target_taken_by,taker_gt,snr_u,snr_v,taker_dist_um,taker_disp_um,taker_score,taker_dz_um,taker_gt_child_detected,src_dup_um,src_logit,taker_logit,chosen_logit,true_logit,chosen_true_um,true_dup_um,to_div,since_div,chosen_n_strong_sources,margin,mech,zjit
44b6_706092f0,44b6,434000000014,435000000014,37,1.1490485194281397,wrong_link_both,False,True,9.547081508043266,50.375,23079,23806,23694.0,0.2779284216568838,2,0.4365955889225006,0.997292697429657,6,0.997292697429657,,-0.20619657076895237,-3.113021779805422,8.844145130045312,0.18635230550709866,23147.0,,1.4787402153015137,1.392877221107483,9.547081508043266,0.4368029608692653,0.9970389604568481,-3.2228355016559362,,9.547081508043266,9.405939102172852,8.222105979919434,9.00472354888916,7.958230972290039,9.328048576345388,9.328048576345388,,,2.0,0.5606971085071564,"L1b wrong partner chosen, confident (margin > 0.5)",True
44b6_706092f0,44b6,469000000010,470000000010,72,2.1877232028983924,wrong_link_parent,False,True,8.690998090243989,50.375,44889,45554,45571.0,1.8134372392656926,2,0.9933739900588989,0.9966431856155396,7,0.9966431856155396,,0.03836086764931679,-3.0047800559550524,4.927853519256415,1.813031457142641,,,1.3069617748260498,1.245225429534912,,,,,,8.690998090243989,9.159099578857422,,8.165115356445312,8.450669288635254,7.261124541542292,7.2611245415422925,,,1.0,0.003269195556640625,"L1a wrong partner chosen, near-tie (margin < 0.1)",True
44b6_d5e7d891,44b6,249000000023,250000000023,88,1.1490485194281397,wrong_link_child,False,True,6.832046749292821,91.0,39539,40083,,,1,0.9611728191375732,0.9611728191375732,8,,,,6.089025010354817,1.8655520254011428,,39425.0,,1.4904372692108154,1.4795923233032227,6.832046749292821,0.5651335958632746,0.9937800765037537,6.533605355769396,,6.832046749292821,7.350131034851074,7.726484298706055,,7.481867790222168,,7.814976971271013,,,,,L2 true target stolen by an unannotated competitor; cell left unlinked,True
44b6_d5e7d891,44b6,241000000015,242000000015,80,2.9575446425202108,wrong_link_both,False,True,8.932337802945266,68.25,34599,35149,35176.0,0.9235663330568767,5,0.077146515250206,0.9967166781425476,9,0.9967166781425476,,-0.817033126950264,-10.046212149783969,8.081174987263733,0.4306177435057683,34547.0,,1.524918794631958,1.7664756774902344,15.025521579555663,3.455026801390766,0.9974578022956848,-13.107532484456897,,8.932337802945266,8.685455322265625,9.758649826049805,8.813547134399414,9.236748695373535,12.075614632169325,8.983914185062696,,,1.0,0.9195701628923416,"L1b wrong partner chosen, confident (margin > 0.5)",True
44b6_d5e7d891,44b6,182000000025,183000000025,21,0.5745242597140698,wrong_link_both,False,True,7.827068134577723,52.0,7321,7655,7656.0,3.2847531365746954,3,0.18050284683704376,0.9584060311317444,10,0.9584060311317444,,-3.1001859148964286,0.5353877590969205,6.344124458318992,1.085564581826016,7298.0,,3.6551482677459717,3.717113971710205,10.967553404876066,6.459254523705084,0.5298688411712646,-3.3360319854691625,,7.827068134577723,6.25661563873291,6.7614569664001465,7.061405658721924,7.093703269958496,7.889562045849389,7.889562045849389,,,1.0,0.7779031842947006,"L1b wrong partner chosen, confident (margin > 0.5)",False
44b6_d5e7d891,44b6,244000000016,245000000016,83,0.0,wrong_link_child,False,True,7.380764061581638,58.5,36438,36953,,,1,0.8780113458633423,0.8780113458633423,10,,,,0.12614896520972252,7.311924399646684,,36311.0,,1.6479086875915527,1.7582957744598389,7.380764061581638,0.8475332213202268,0.9969797730445862,0.04034322686493397,,7.380764061581638,8.219456672668457,9.196474075317383,,8.55993938446045,,6.063015168749141,,,,,L2 true target stolen by an unannotated competitor; cell left unlinked,False
44b6_d5e7d891,44b6,163000000024,164000000024,2,1.86167137607581,wrong_link_parent,False,True,5.930468364893565,45.5,652,976,960.0,2.3258209720750025,3,0.7878696918487549,0.9960185885429382,11,0.9960185885429382,,-2.1568392738699913,-9.206792875076644,2.9231937322894708,0.8703376016442577,,,5.311234474182129,4.817976951599121,,,,,,5.930468364893565,8.833494186401367,,8.717041969299316,8.559392929077148,7.4701823386564215,7.264765760170272,,,2.0,0.20814889669418335,"L1b wrong partner chosen, intermediate margin",True
44b6_d5e7d891,44b6,217000000025,218000000025,56,1.6750116604071745,wrong_link_both,False,True,5.102965068101294,68.25,22380,22894,22807.0,2.9219126391562753,9,0.008365471847355366,0.9936645030975342,12,0.9936645030975342,,2.5078935474157333,12.878522280603647,3.3895260889724574,1.4993476667176693,22373.0,,2.690657615661621,2.5793840885162354,13.355981955906977,1.5932727803459397,0.9690439105033875,13.038474917411804,,5.102965068101294,7.531170845031738,7.567663192749023,7.861234664916992,7.37855863571167,11.465149991832437,6.770303719583881,,,2.0,0.9852990312501788,"L1b wrong partner chosen, confident (margin > 0.5)",True
44b6_d5e7d891,44b6,245000000023,246000000023,84,1.86167137607581,wrong_link_both,False,True,7.618754076677393,86.125,36979,37652,37660.0,0.3345785400877025,2,0.9910454154014587,0.9951381087303162,12,0.9951381087303162,,-0.021353699266910553,4.96962871029973,2.044273103688755,0.3338964195897235,37177.0,,1.8618056774139404,2.042067289352417,10.223093906861084,7.382759363680503,0.8156241774559021,4.394403081620112,,7.618754076677393,8.393798828125,7.578680992126465,7.866751670837402,7.899406909942627,5.305535051066524,5.305535051066524,,,2.0,0.004092693328857422,"L1a wrong partner chosen, near-tie (margin < 0.1)",True
44b6_d5e7d891,44b6,178000000025,179000000025,17,0.40625,wrong_link_both,False,True,6.3484057301072045,52.0,5642,6105,6084.0,7.510285611060164,4,0.14653560519218445,0.9835920333862305,15,0.7026395201683044,,-3.283117678016424,-2.963441714644432,9.529318549633809,6.754667147387307,5693.0,,4.207432270050049,4.2702131271362305,10.680562938173093,0.8738028038581264,0.9821552634239197,-3.1438759453594685,,6.3484057301072045,8.309008598327637,8.010764122009277,7.856928825378418,7.7421441078186035,13.117538410025935,9.26214014268438,,,2.0,0.55610391497612,"L1b wrong partner chosen, confident (margin > 0.5)",False
44b6_d5e7d891,44b6,248000000023,249000000023,87,2.9575446425202108,wrong_link_parent,False,True,5.787805090928262,89.375,38931,39539,39425.0,3.592667757118117,2,0.992518424987793,0.9941447377204895,10,0.9941447377204895,,3.2958605475723743,-3.2377448081970215,1.5542648094831981,1.4298828147761105,,,1.6889501810073853,1.4904372692108154,,,,,,5.787805090928262,7.454438209533691,,7.726484298706055,7.350131034851074,6.832046749292821,6.832046749292821,,,3.0,0.0016263127326965332,"L1a wrong partner chosen, near-tie (margin < 0.1)",True
44b6_d5e7d891,44b6,162000000051,163000000051,1,2.03125,wrong_link_child,False,True,7.340489017243522,24.375,442,658,,,1,0.8584397435188293,0.8584397435188293,9,,,,7.132050514221191,2.8116310283039145,,449.0,,5.9736456871032715,5.196406364440918,7.340489017243522,0.6076671313503876,0.9898864030838013,6.899328283441719,,7.340489017243522,8.254215240478516,8.208316802978516,,8.719332695007324,,9.02249453805683,,,,,L2 true target stolen by an unannotated competitor; cell left unlinked,True
44b6_d5e7d891,44b6,181000000034,182000000034,20,1.625,wrong_link_child,False,True,6.137763765577774,6.5,6868,7190,,,1,0.9761256575584412,0.9761256575584412,6,,,,-3.829033234331291,4.793422184723525,,6777.0,,5.558800220489502,5.84782075881958,6.137763765577774,1.2324412591757952,0.9966141581535339,-3.740997557528317,,6.137763765577774,7.581587791442871,8.244673728942871,,7.97410249710083,,11.419705237902052,,,,,L2 true target stolen by an unannotated competitor; cell left unlinked,True
44b6_d5e7d891,44b6,221000000033,222000000033,60,1.9902104160113323,wrong_link_both,False,True,9.109606936813636,6.5,24151,24702,24793.0,1.817265794300074,2,0.7514781951904297,0.9871118664741516,8,0.9871118664741516,,-0.8086891882121563,3.065233815461397,6.052040151892876,1.6274141341409822,24205.0,,2.9137868881225586,2.7485809326171875,9.109606936813636,3.4536765243116467,0.9889274835586548,6.151620786637068,,9.109606936813636,8.271232604980469,8.016706466674805,7.497742652893066,7.933981418609619,6.502255055963096,6.502255055963095,,,1.0,0.23563367128372192,"L1b wrong partner chosen, intermediate margin",True
44b6_d5e7d891,44b6,255000000025,256000000025,94,5.154734625807618,wrong_link_child,False,True,6.308125102014311,97.5,43157,43434,,,1,0.8248240947723389,0.8248240947723389,7,,,,-3.8383606895804405,5.090746267315636,,42909.0,,1.5960240364074707,1.4321978092193604,6.308125102014311,1.5707476653198715,0.9936773180961609,-3.4803513176739216,,6.308125102014311,6.648650169372559,7.757534027099609,,8.00444221496582,,8.54497677787923,,,,,L2 true target stolen by an unannotated competitor; cell left unlinked,True
44b6_d5e7d891,44b6,246000000011,247000000011,85,0.9084026158592896,wrong_link_parent,False,True,8.405464144419168,22.75,37615,38254,38136.0,3.103291980291809,3,0.08338942378759384,0.992988646030426,10,0.992988646030426,,-3.0370829476596555,10.399099642541842,3.2027788290598966,0.6376113894672808,,,1.9022494554519653,2.0581490993499756,,,,,,8.405464144419168,8.087235450744629,,8.288541793823242,7.832829475402832,13.772319942373388,7.847614194007544,,,1.0,0.9095992222428322,"L1b wrong partner chosen, confident (margin > 0.5)",True
44b6_d5e7d891,44b6,216000000025,217000000025,55,1.284675299443404,wrong_link_both,False,True,7.575962144534978,68.25,21917,22380,22373.0,0.9225826180703509,4,0.030728381127119064,0.976143479347229,15,0.976143479347229,,0.6588528985157609,-12.379622018896043,2.8445300527455206,0.6458107658462526,21866.0,,2.868527889251709,2.690657615661621,12.943062399288976,1.2857876844742993,0.9922602772712708,-12.83703098911792,,7.575962144534978,7.494985580444336,7.754211902618408,7.567663192749023,7.531170845031738,13.355981955906977,5.102965068101294,,,1.0,0.9454150982201099,"L1b wrong partner chosen, confident (margin > 0.5)",True
44b6_d5e7d891,44b6,209000000025,210000000025,48,1.8168052317185792,wrong_link_both,False,True,7.5261113107140245,65.0,18548,19065,18950.0,2.738622068257744,5,0.07206778973340988,0.9928190112113953,14,0.9928190112113953,,-2.6989462468773127,10.47508037276566,2.874772790233548,0.46447819024706644,18574.0,,2.975978136062622,2.843245506286621,10.676884638444443,0.5180999975348302,0.9919514656066895,10.303617645055056,,7.5261113107140245,7.997992992401123,7.904412269592285,8.319076538085938,7.777444839477539,13.495447767978238,9.394410234691899,,,2.0,0.9207512214779854,"L1b wrong partner chosen, confident (margin > 0.5)",True
44b6_d5e7d891,44b6,208000000033,209000000034,47,4.0010984819796676,division_second_child,True,True,9.594328997488711,16.25,18143,18749,18572.0,3.40516307789331,2,0.8935397267341614,0.9884456396102905,12,0.9884456396102905,209000000033.0,-0.08463107421994209,-2.9926598018500954,4.574488660690158,3.4041112156221067,,,3.0444486141204834,2.4361729621887207,,,,,,9.594328997488711,7.687098979949951,,7.9113688468933105,6.343148708343506,8.463581838491436,8.463581838491436,0.0,,1.0,0.09490591287612915,L4 division (second child never linked),False
44b6_d5e7d891,44b6,170000000024,171000000024,9,2.2980970388562794,wrong_link_both,False,True,6.650779928067352,50.375,2934,3297,3267.0,3.84236008609305,2,0.4372485280036926,0.9909161925315857,13,0.9909161925315857,,-3.154437071410939,0.18432475626468658,7.7643377477852615,2.1939138072653104,2951.0,,4.682159900665283,4.324889183044434,6.650779928067353,2.626886143168244,0.9855015873908997,-0.2576774712651968,,6.650779928067352,8.122682571411133,8.039607048034668,8.157301902770996,7.931155681610107,7.698484530154311,6.414176422907981,,,2.0,0.5536676645278931,"L1b wrong partner chosen, confident (margin > 0.5)",False
44b6_d5e7d891,44b6,220000000033,221000000033,59,3.5648292823780494,wrong_link_both,False,True,7.119560151401992,9.75,23681,24151,24205.0,1.7868465320115352,3,0.7831387519836426,0.989479124546051,14,0.989479124546051,,-0.25561030115932226,-6.40723108779639,5.045086667171371,1.7684693672503606,23593.0,,2.7751076221466064,2.9137868881225586,11.574616773873096,3.775084607574106,0.9946909546852112,-9.992358832620084,,7.119560151401992,8.282781600952148,8.810096740722656,8.016706466674805,8.271232604980469,9.109606936813636,9.109606936813636,,,3.0,0.20634037256240845,"L1b wrong partner chosen, intermediate margin",True
44b6_d5e7d891,44b6,220000000025,221000000025,59,1.8168052317185792,wrong_link_parent,False,True,6.4921036771491805,69.875,23792,24258,24227.0,0.6607676959923149,2,0.5062750577926636,0.9909517765045166,10,0.9909517765045166,,-0.4981001215055585,6.872576299123466,4.880292031151553,0.4341776330295472,,,2.2753148078918457,2.3707382678985596,,,,,,6.4921036771491805,7.744050025939941,,7.8865814208984375,7.745030403137207,8.624932206147864,7.3046747813588375,,,3.0,0.484676718711853,"L1b wrong partner chosen, intermediate margin",True
44b6_d5e7d891,44b6,244000000023,245000000023,83,1.7235727791422095,wrong_link_child,False,True,7.088308168175589,87.75,36449,36979,,,1,0.9936009049415588,0.9936009049415588,13,,,,-4.796860730275512,2.2088729994921765,,36485.0,,2.0385255813598633,1.8618056774139404,7.088308168175589,2.165811330239399,0.9970241189002991,-6.885789669351652,,7.088308168175589,8.187294960021973,8.02878189086914,,8.393798828125,,7.618754076677393,,,,,L2 true target stolen by an unannotated competitor; cell left unlinked,True
44b6_d5e7d891,44b6,184000000034,185000000034,23,1.86167137607581,wrong_link_child,False,True,4.971108481297818,6.5,8031,8362,,,3,0.5841089487075806,0.9314276576042175,8,,,,8.515028394758701,3.177640600244454,,8013.0,,5.383101940155029,5.374906063079834,6.230673658799595,2.861496298254321,0.9956449270248413,5.843091540969908,,4.971108481297818,7.1932783126831055,7.4546308517456055,,7.622746467590332,,8.882342407986652,,,,,L2 true target stolen by an unannotated competitor; cell left unlinked,True
44b6_d5e7d891,44b6,208000000017,209000000017,47,1.86167137607581,wrong_link_both,False,True,11.756478672808381,50.375,17889,18330,18352.0,1.8741853817858884,2,0.4202270805835724,0.997645914554596,9,0.997645914554596,,-0.08957527065649629,2.7848019818775356,8.959893185229442,1.872043566850604,17883.0,,2.511355400085449,2.3518097400665283,11.756478672808381,3.4697286797751947,0.9967119693756104,5.7868809956125915,,11.756478672808381,9.561479568481445,9.632802963256836,9.298548698425293,9.748422622680664,10.260400371887451,8.989671408446826,,,1.0,0.5774188339710236,"L1b wrong partner chosen, confident (margin > 0.5)",False
44b6_d5e7d891,44b6,196000000017,197000000017,35,0.5745242597140698,wrong_link_parent,False,True,7.060739995588396,47.125,12493,12929,12947.0,3.0897566943700716,3,0.9565946459770203,0.9976233839988708,11,0.9976233839988708,,2.3456109538674355,3.3829983919858932,6.94767182016294,2.011145366079183,,,2.7677831649780273,2.9795918464660645,,,,,,7.060739995588396,9.49424934387207,,9.323442459106445,9.639803886413574,9.00228404906465,8.563221088484465,,,4.0,0.041028738021850586,"L1a wrong partner chosen, near-tie (margin < 0.1)",True
44b6_d5e7d891,44b6,207000000010,208000000010,46,1.7235727791422095,wrong_link_child,False,True,8.213725111334746,37.375,17777,18204,,,1,0.871650755405426,0.871650755405426,11,,,,-6.2516470472328365,1.922896869868357,,17564.0,,2.232855796813965,2.1355197429656982,9.140896381900268,3.585903847714502,0.9814033508300781,-8.945775290951133,,8.213725111334746,6.973984718322754,8.292573928833008,,7.390945911407471,,8.287058639539184,,,,,L2 true target stolen by an unannotated competitor; cell left unlinked,True
44b6_d5e7d891,44b6,214000000011,215000000011,53,0.40625,wrong_link_child,False,True,5.318272056353154,13.0,20897,21257,,,3,0.08288050442934036,0.9396497011184692,11,,,,5.419969513081014,7.321943532222407,,20842.0,,2.313856840133667,2.1808323860168457,13.21384917279952,5.766694121776404,0.9790129661560059,11.17984236869961,,5.318272056353154,7.934683322906494,8.270133972167969,,8.501176834106445,,8.512134091959819,,,,,L2 true target stolen by an unannotated competitor; cell left unlinked,True
44b6_d5e7d891,44b6,247000000024,248000000024,86,1.625,wrong_link_both,False,True,6.711102967007857,92.625,38348,38946,39036.0,5.608475626264119,1,0.9861072301864624,0.9861072301864624,6,0.9296362400054932,,3.9619164634495974,-2.019662592560053,3.692401873222828,3.9696620494754633,38327.0,,1.9551187753677368,1.90631103515625,6.711102967007857,4.097271936024163,0.9907976388931274,0.7947153802961111,,6.711102967007857,7.507885932922363,7.614440441131592,7.028441429138184,7.4212846755981445,9.000847282582988,8.6807196690612,,,1.0,-0.05647099018096924,L1c wrong partner: true partner ranked first but taken (greedy),False
44b6_d5e7d891,44b6,219000000025,220000000025,58,1.7235727791422095,wrong_link_child,False,True,7.464893291942674,71.5,23338,23792,,,1,0.7052431702613831,0.7052431702613831,12,,,,-6.996935482136905,3.994236512365849,,23307.0,,2.515284299850464,2.2753148078918457,7.813330433828089,0.5547715877985261,0.9901925325393677,-6.6186531111598015,,7.464893291942674,7.684022426605225,7.798672199249268,,7.744050025939941,,6.4921036771491805,,,,,L2 true target stolen by an unannotated competitor; cell left unlinked,True
44b6_d5e7d891,44b6,215000000033,216000000033,54,0.5745242597140698,wrong_link_parent,False,True,7.516833060626969,13.0,21391,21721,21834.0,0.27251888051005113,2,0.9593625664710999,0.9919964671134949,12,0.9919964671134949,,0.10232680290937424,-7.2634503692388535,1.6732569479174548,0.2525782366729121,,,2.4518232345581055,2.721252202987671,,,,,,7.516833060626969,7.815614700317383,,7.939677715301514,8.484209060668945,7.52387586265438,5.865218394878678,,7.0,1.0,0.03263390064239502,"L1a wrong partner chosen, near-tie (margin < 0.1)",True
44b6_d5e7d891,44b6,210000000011,211000000011,49,2.1877232028983924,wrong_link_parent,False,True,8.376259291713755,9.75,18935,19522,19504.0,1.3782606497003607,2,0.9511125087738037,0.9895102977752686,12,0.9895102977752686,,-1.1701077036559582,6.698393944650888,2.0979209809031816,0.7283202457418304,,,2.617656707763672,2.5445330142974854,,,,,,8.376259291713755,8.427718162536621,,7.85355281829834,7.775412559509277,8.262989379961546,7.014694126002018,,,1.0,0.038397789001464844,"L1a wrong partner chosen, near-tie (margin < 0.1)",True
44b6_d5e7d891,44b6,215000000025,216000000025,54,2.1877232028983924,wrong_link_child,False,True,5.80068147394798,66.625,21439,21917,,,4,0.22713080048561096,0.9903796911239624,14,,,,9.490352258551866,1.5479383828463933,,21424.0,,2.649712562561035,2.868527889251709,12.705014572059206,3.1041841251479836,0.9829896688461304,12.586622779723257,,5.80068147394798,7.533708095550537,7.623255729675293,,7.494985580444336,,7.575962144534978,,,,,L2 true target stolen by an unannotated competitor; cell left unlinked,True
44b6_d5e7d891,44b6,207000000017,208000000017,46,0.8125,wrong_link_child,False,True,7.16001510807683,50.375,17496,17889,,,5,0.5447401404380798,0.9916354417800903,9,,,,-0.20048850728198886,8.703607076675961,,17553.0,,2.3023622035980225,2.511355400085449,7.954120145205273,2.3675516196958712,0.9972564578056335,-0.9521505683660507,,7.16001510807683,8.665810585021973,8.325484275817871,,9.561479568481445,,11.756478672808381,,,,,L2 true target stolen by an unannotated competitor; cell left unlinked,False
44b6_d5e7d891,44b6,203000000025,204000000025,42,1.284675299443404,wrong_link_both,False,True,6.183459112768345,65.0,15919,16307,16166.0,7.019138233780259,1,0.7560685276985168,0.7560685276985168,16,0.7529863119125366,,3.445911170914769,6.540989242494106,3.3643104616322,6.115063184226362,15833.0,,2.8850464820861816,2.6559247970581055,7.982014001924292,0.7953417858435016,0.9875076413154602,7.106063101440668,,6.183459112768345,7.312106132507324,7.830122947692871,8.441793441772461,7.669706344604492,7.179212737717563,7.179212737717563,,,3.0,-0.0030822157859802246,L1c wrong partner: true partner ranked first but taken (greedy),True
44b6_d5e7d891,44b6,248000000011,249000000011,87,1.6750116604071745,wrong_link_parent,False,True,7.042439343012153,24.375,38874,39344,39525.0,1.4754849056163062,2,0.8988775014877319,0.9857282042503357,12,0.9857282042503357,,-0.3564336448907852,-6.731376796960831,3.01430368324316,1.4317858650969528,,,2.0327558517456055,1.9483442306518555,,,,,,7.042439343012153,7.676669597625732,,7.410289764404297,8.030284881591797,7.097146973536225,7.097146973536225,,,2.0,0.08685070276260376,"L1a wrong partner chosen, near-tie (margin < 0.1)",True
44b6_d5e7d891,44b6,241000000011,242000000011,80,0.9084026158592896,wrong_link_child,False,True,7.329200559641987,27.625,34855,35411,,,1,0.8922207951545715,0.8922207951545715,13,,,,0.7741142399609089,5.736045442824903,,34946.0,,2.167332410812378,1.8715732097625732,7.329200559641988,1.9969216268206826,0.9876337051391602,0.9485262800008059,,7.329200559641987,7.687862396240234,7.280466079711914,,7.793372631072998,,7.4316682986768585,,,,,L2 true target stolen by an unannotated competitor; cell left unlinked,False
44b6_d5e7d891,44b6,247000000023,248000000023,86,2.4375,wrong_link_child,False,True,7.680709770528885,87.75,38235,38931,,,1,0.9625163078308105,0.9625163078308105,15,,,,5.218867395073175,3.7019752817052214,,38522.0,,1.8464046716690063,1.6889501810073853,10.698804112557303,4.649480410854788,0.9822127819061279,9.272466016933322,,7.680709770528885,7.901329040527344,6.395523548126221,,7.454438209533691,,5.787805090928262,,,,,L2 true target stolen by an unannotated competitor; cell left unlinked,True
